X,Y,OBJECTID,carr_way_no,road_id,road_name,start_name,end_name,location,latest,count_date,peak_hour,count_duration,adt,peaktraffic,pccar,pclcv,pcmcv,pchcvi,pchcvii,pcbus,pcheavy,NZTMX,NZTMY
1779885.0,5927076.0,6809,22214.0,34090,MOA AVE,OCEAN VIEW RD,KIWI ST,22.0,Yes,2016-04-20 00:00:00+00:00,1600,7D,1511.0,164.0,94.0,0.0,4.0,2.0,0.0,0.0,6.0,1779885.0,5927076.0
1763103.0,5914296.0,6810,21194.0,34214,PANORAMA RD,LEONARD RD,ALCOCK ST,573.0,Yes,2020-02-10 00:00:00+00:00,1615,7D,1458.0,160.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1763103.0,5914296.0
1743795.1537,5919437.126,6811,10970.0,47240,UNIVERSAL DR (WESTBOUND),MEADOWCROFT WAY,SWANSON RD RAB,773.0,Yes,2018-09-13 00:00:00+00:00,1545,7D,10291.0,976.0,94.0,1.0,3.0,2.0,0.0,0.0,5.0,1743795.1537,5919437.126
1766120.0,5905888.0,6812,23680.0,50851,BIRDWOOD AVE,PHILIP ST,AVIS AVE,340.0,Yes,2020-01-29 00:00:00+00:00,1215,7D,2100.0,221.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1766120.0,5905888.0
1748773.0,5957976.0,6813,5412.0,10233,DOMAIN RD (PUHOI),PUHOI RD,GATE,29.0,Yes,2020-03-02 00:00:00+00:00,1145,7D,217.0,46.0,85.0,0.0,8.0,7.0,0.0,0.0,15.0,1748773.0,5957976.0
1748226.0,5970539.0,6814,5346.0,10287,FALLS RD (WARKWORTH),HUDSON RD,VIEW RD,1552.0,Yes,2020-03-19 00:00:00+00:00,1500,7D,1259.0,409.0,92.0,2.0,5.0,1.0,0.0,0.0,6.0,1748226.0,5970539.0
1729711.0,5939249.0,6815,4150.0,11134,MAKIRI ST,PURIRI ST,MANGAKURA RD,470.0,Yes,2020-02-05 00:00:00+00:00,1445,7D,884.0,105.0,92.0,2.0,6.0,0.0,0.0,0.0,6.0,1729711.0,5939249.0
1758036.0,5925668.0,6816,7130.0,20123,WALTER ST (TAKAPUNA),CHANGE IN WIDTH,CUL-DE-SAC,395.0,Yes,2020-02-27 00:00:00+00:00,1430,7D,540.0,105.0,87.0,0.0,13.0,0.0,0.0,0.0,13.0,1758036.0,5925668.0
1756990.0,5926920.0,6817,7191.0,20168,DOMINION ST,TAHAROTO RD,PURIRI ST,18.0,Yes,2020-02-08 00:00:00+00:00,800,7D,1690.0,396.0,92.0,0.0,7.0,1.0,0.0,0.0,8.0,1756990.0,5926920.0
1753190.0,5925589.0,6818,7591.0,20449,PARK HILL RD (GLENFIELD),WIDTH CHANGE,BERNE PL,380.0,Yes,2020-02-20 00:00:00+00:00,745,7D,1584.0,195.0,98.0,1.0,1.0,0.0,0.0,0.0,1.0,1753190.0,5925589.0
1751396.0,5930511.0,6819,7840.0,20631,KYLE RD (EAST),SCHNAPPER ROCK RD SOUTH,WICKLAM LANE,362.0,Yes,2020-02-27 00:00:00+00:00,800,7D,2489.0,508.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1751396.0,5930511.0
1755458.0,5936972.0,6820,8762.0,22319,GLAMORGAN DR,DUNRAVEN PL,DANBURY DR,860.0,Yes,2019-11-19 00:00:00+00:00,1730,7D,3011.0,299.0,94.0,1.0,4.0,1.0,0.0,0.0,5.0,1755458.0,5936972.0
1754307.0,5921052.0,6821,14885.0,30063,ARGYLE ST (HERNE BAY),CREMORNE ST,CLIFTON RD,232.0,Yes,2020-02-07 00:00:00+00:00,800,7D,1772.0,262.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1754307.0,5921052.0
1754323.0,5920883.0,6822,14944.0,30268,CLIFTON RD (HERNE BAY),SARATOGA AVE,ARGYLE ST,286.0,Yes,2020-02-07 00:00:00+00:00,800,7D,1148.0,179.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1754323.0,5920883.0
1751752.0,5912389.0,6823,14496.0,30380,DONOVAN ST,BLOCKHOUSE BAY RD RAB,RATHLIN ST,195.0,Yes,2019-11-18 00:00:00+00:00,1700,7D,20327.0,1702.0,92.0,0.0,6.0,2.0,0.0,0.0,8.0,1751752.0,5912389.0
1754928.0,5921097.0,6824,15097.0,30577,HAMILTON RD (HERNE BAY),JERVOIS RD,SARSFIELD ST,211.0,Yes,2020-02-07 00:00:00+00:00,1800,7D,1866.0,244.0,95.0,0.0,4.0,1.0,0.0,0.0,5.0,1754928.0,5921097.0
1754641.0,5921093.0,6825,15174.0,30772,LAWRENCE ST,JERVOIS RD,SARSFIELD ST,151.0,Yes,2020-02-07 00:00:00+00:00,1630,7D,1128.0,119.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1754641.0,5921093.0
1766020.0,5916673.0,6826,17734.0,30882,MAYBURY ST,START OF CONCRETE,END OF CONCRETE,629.0,Yes,2019-12-15 00:00:00+00:00,800,7D,1303.0,119.0,97.0,0.0,1.0,2.0,0.0,0.0,3.0,1766020.0,5916673.0
1762093.0,5919850.0,6827,32020.0,31117,REIHANA ST,PAORA ST,WATENE CRES (MANHOLE LHS),1108.0,Yes,2019-10-18 00:00:00+00:00,1715,7D,1970.0,315.0,95.0,1.0,4.0,0.0,0.0,0.0,4.0,1762093.0,5919850.0
1754993.0,5921344.0,6828,15404.0,31199,SARSFIELD ST,CURRAN ST,HAMILTON RD,346.0,Yes,2020-02-11 00:00:00+00:00,745,7D,4109.0,635.0,98.0,0.0,1.0,1.0,0.0,0.0,2.0,1754993.0,5921344.0
1754634.0,5921269.0,6829,15406.0,31199,SARSFIELD ST,SENTINEL RD,LAWRENCE ST,707.0,Yes,2020-02-11 00:00:00+00:00,745,7D,3996.0,559.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1754634.0,5921269.0
1754424.0,5921201.0,6830,15455.0,31264,STACK ST,WAIRANGI ST,CREMORNE ST,138.0,Yes,2020-02-07 00:00:00+00:00,745,7D,1079.0,188.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1754424.0,5921201.0
1761339.0,5916627.0,6831,17034.0,31300,TAHORA AVE,REMUERA RD,MAINSTON RD,117.0,Yes,2020-02-07 00:00:00+00:00,730,7D,637.0,121.0,99.0,0.0,1.0,0.0,0.0,0.0,1.0,1761339.0,5916627.0
1759858.0,5911491.0,6832,20304.0,31676,ALFRED ST (ONEHUNGA) (STH),WAIKARAKA RD (START ISLAND LHS),CUL-DE-SAC,306.0,Yes,2020-02-07 00:00:00+00:00,1300,7D,539.0,82.0,59.0,1.0,17.0,18.0,5.0,0.0,40.0,1759858.0,5911491.0
1759841.0,5912082.0,6833,20307.0,33229,ALFRED ST (ONEHUNGA),BOND PL,RAIL CROSSING,872.0,Yes,2020-02-07 00:00:00+00:00,1700,7D,4743.0,621.0,88.0,1.0,9.0,2.0,0.0,0.0,11.0,1759841.0,5912082.0
1757074.0,5912150.0,6834,19428.0,33412,CARLTON ST,MCILROY AVE,SUNNYRIDGE PL,665.0,Yes,2020-03-04 00:00:00+00:00,1630,7D,3113.0,546.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1757074.0,5912150.0
1757165.0,5912097.0,6835,19429.0,33412,CARLTON ST,SUNNYRIDGE PL,FREDERICK ST (SUMP LHS),776.0,Yes,2020-03-04 00:00:00+00:00,1630,7D,3175.0,545.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1757165.0,5912097.0
1744743.0,5915402.0,6836,12059.0,40800,HINDMARSH ST,BRUCE MCLAREN RD,HINERAU ST,89.0,Yes,2020-02-07 00:00:00+00:00,745,7D,1616.0,180.0,98.0,0.0,2.0,0.0,0.0,0.0,2.0,1744743.0,5915402.0
1744393.0,5915293.0,6837,12063.0,40800,HINDMARSH ST,WALLY NOLA PL,FARWOOD DR,590.0,Yes,2020-02-07 00:00:00+00:00,800,7D,1130.0,161.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1744393.0,5915293.0
1792176.0,5908393.0,6838,24143.0,51041,CLEVEDON-KAWAKAWA RD,MIHAKA RD,NIMONS BRIDGE (1ST ABUTMENT),14782.0,Yes,2019-11-09 00:00:00+00:00,1215,7D,1842.0,209.0,85.0,4.0,11.0,0.0,0.0,0.0,11.0,1792176.0,5908393.0
1768333.0,5901383.0,6839,24239.0,51079,CORIN AVE,GREAT SOUTH RD,MAICH RD,91.0,Yes,2020-02-17 00:00:00+00:00,1445,7D,1606.0,218.0,94.0,0.0,6.0,0.0,0.0,0.0,6.0,1768333.0,5901383.0
1768235.0,5901403.0,6840,33905.0,51794,MAICH RD,BEATTY AVE,RUTH ST,587.0,Yes,2020-01-29 00:00:00+00:00,800,7D,3084.0,346.0,96.0,0.0,4.0,0.0,0.0,0.0,4.0,1768235.0,5901403.0
1781446.0,5903268.0,6841,26035.0,51939,MONUMENT RD,HYDE RD,SPEED DERESTRICTION,499.0,Yes,2020-03-15 00:00:00+00:00,1015,7D,1529.0,569.0,89.0,3.0,8.0,0.0,0.0,0.0,8.0,1781446.0,5903268.0
1782212.0,5899066.0,6842,26032.0,51939,MONUMENT RD,MUNROS RD,HIGHRIDGE RD,5851.0,Yes,2019-11-08 00:00:00+00:00,1645,7D,1410.0,215.0,88.0,3.0,9.0,0.0,0.0,0.0,9.0,1782212.0,5899066.0
1769405.0,5918536.0,6843,34409.0,52481,THE PARADE (PAKURANGA),HATTAWAY AVE,DEVON RD,306.0,Yes,2019-11-22 00:00:00+00:00,1430,7D,1839.0,254.0,97.0,1.0,2.0,0.0,0.0,0.0,2.0,1769405.0,5918536.0
1772061.0,5898143.0,6844,4050.0,60190,PORCHESTER RD (PAPAKURA),SIRES PARKWAY,WINDFOLA PARKWAY,1632.0,Yes,2019-09-18 00:00:00+00:00,800,7D,14075.0,1283.0,93.0,1.0,6.0,0.0,0.0,0.0,6.0,1772061.0,5898143.0
1773082.0,5891972.0,6845,3650.0,60319,FIRTH ST,BREMNER RD,END,521.0,Yes,2020-02-17 00:00:00+00:00,1545,7D,320.0,157.0,78.0,1.0,16.0,3.0,2.0,0.0,21.0,1773082.0,5891972.0
1772858.0,5891612.0,6846,2757.0,60420,SH 022-0001-R1,SH 22,BREMNER RD,377.0,Yes,2020-02-17 00:00:00+00:00,715,7D,701.0,119.0,84.0,2.0,5.0,8.0,1.0,0.0,14.0,1772858.0,5891612.0
1771078.0,5896240.0,6847,3541.0,60594,HARBOURSIDE DR,SILKWOOD CRES,TOSCANA DR,1130.0,Yes,2019-10-17 00:00:00+00:00,730,7D,2355.0,228.0,95.0,1.0,4.0,0.0,0.0,0.0,4.0,1771078.0,5896240.0
1773607.0,5899742.0,6848,3441.0,60708,AIRFIELD RD (ARDMORE) (SR),MILL RD RAB,CORSAIR LANE,2831.0,Yes,2019-10-16 00:00:00+00:00,1600,7D,2163.0,251.0,86.0,2.0,11.0,1.0,0.0,0.0,12.0,1773607.0,5899742.0
1774320.0,5891701.0,6849,2852.0,60712,WAIHOEHOE RD (RUNCIMAN) (SR),FITZGERALD RD,APPLEBY RD,975.0,Yes,2019-10-18 00:00:00+00:00,1630,7D,2232.0,235.0,88.0,2.0,9.0,1.0,0.0,0.0,10.0,1774320.0,5891701.0
1767263.0,5891802.0,6850,293.0,70053,BLACKBRIDGE RD (KARAKA),WALTERS RD,LINWOOD RD,3193.0,Yes,2020-02-08 00:00:00+00:00,800,7D,683.0,166.0,81.0,2.0,15.0,1.0,1.0,0.0,17.0,1767263.0,5891802.0
1761879.0,5882914.0,6851,45209.0,70321,KINGSEAT RD,TREVOR MCMIKEN AVE,SYME RISE,380.0,Yes,2020-02-21 00:00:00+00:00,730,7D,3035.0,366.0,91.0,3.0,5.0,1.0,0.0,0.0,6.0,1761879.0,5882914.0
1752023.0,5885978.0,6852,45161.0,70363,MCLARIN RD,SPEED RESTRICTION,MCLARIN RAB,1066.0,Yes,2020-02-10 00:00:00+00:00,1345,7D,353.0,49.0,84.0,3.0,12.0,1.0,0.0,0.0,13.0,1752023.0,5885978.0
1773562.0,5881383.0,6853,1847.0,70490,PUKEKOHE EAST RD,MORGAN RD (POWERPOLE LHS),HARRISVILLE RD,3265.0,Yes,2020-03-03 00:00:00+00:00,1630,7D,14750.0,1509.0,87.0,2.0,9.0,1.0,1.0,0.0,11.0,1773562.0,5881383.0
1770044.0,5877595.0,6854,195.0,70605,TUAKAU RD,RAY WRIGHT RD,BUCKLAND RD,2552.0,Yes,2020-03-04 00:00:00+00:00,1630,7D,4901.0,561.0,87.0,2.0,9.0,1.0,1.0,0.0,11.0,1770044.0,5877595.0
1769296.0,5893018.0,6855,2066.0,70628,WALTERS RD (KARAKA),LINWOOD RD,BLACKBRIDGE RD,223.0,Yes,2020-02-08 00:00:00+00:00,700,7D,2056.0,338.0,90.0,1.0,9.0,0.0,0.0,0.0,9.0,1769296.0,5893018.0
1752754.0,5876676.0,6856,345.0,70842,SANDSPIT RD (WAIUKU),KING ST (LHS),BAY VIEW DR,197.0,Yes,2020-02-10 00:00:00+00:00,1430,7D,3146.0,398.0,96.0,2.0,2.0,0.0,0.0,0.0,2.0,1752754.0,5876676.0
1768753.0,5882423.0,6857,2201.0,70978,KAYES RD,PAERATA RD,RICHARDSON AVE,64.0,Yes,2020-03-04 00:00:00+00:00,1630,7D,3291.0,356.0,94.0,1.0,5.0,0.0,0.0,0.0,5.0,1768753.0,5882423.0
1741438.0,5951363.0,6858,46217.0,10647,MONOWAI RD,CAPSTONE GR,ARONE WAY (PRIVATE),3139.0,Yes,2020-03-02 00:00:00+00:00,645,7D,514.0,61.0,81.0,2.0,11.0,5.0,1.0,0.0,17.0,1741438.0,5951363.0
1737873.0,5928149.0,6859,5682.0,10001,ACCESS RD,URBAN/RURAL,STATION RD,1298.0,Yes,2020-02-26 00:00:00+00:00,1545,7D,2920.0,292.0,92.0,2.0,4.0,2.0,0.0,0.0,6.0,1737873.0,5928149.0
1743885.0,5947538.0,6860,46180.0,10467,JOBLIN RD,END OF SEAL,BOUNDARY,188.0,Yes,2020-02-15 00:00:00+00:00,1715,7D,109.0,20.0,91.0,0.0,6.0,3.0,0.0,0.0,9.0,1743885.0,5947538.0
1728343.0,5941460.0,6861,6562.0,10726,PARKHURST RD,URBAN/RURAL,WAIWERA AVE,1090.0,Yes,2020-02-21 00:00:00+00:00,1645,7D,6536.0,613.0,93.0,2.0,4.0,1.0,0.0,0.0,5.0,1728343.0,5941460.0
1733152.0,5927710.0,6862,46361.0,11129,KAURI CRES (WAIMAUKU) WEST,END OF SEAL,FENCE,185.0,Yes,2020-02-13 00:00:00+00:00,1145,7D,58.0,13.0,84.0,0.0,15.0,1.0,0.0,0.0,16.0,1733152.0,5927710.0
1754619.0,5935308.0,6863,8908.0,22446,SARTORS AVE,NORTHCROSS/SHERWOOD BNDRY,ROBIN LANE,475.0,Yes,2020-02-08 00:00:00+00:00,745,7D,2997.0,507.0,96.0,1.0,2.0,1.0,0.0,0.0,3.0,1754619.0,5935308.0
1765779.0,5916346.0,6864,30334.0,30046,ANDERSON AVE,ROPATA AVE RAB (CROSSING RHS),HOLLAND AVE RAB (POLE RHS),187.0,Yes,2019-12-03 00:00:00+00:00,1700,7D,554.0,62.0,97.0,0.0,2.0,1.0,0.0,0.0,3.0,1765779.0,5916346.0
1765927.0,5916301.0,6865,30335.0,30046,ANDERSON AVE,HOLLAND AVE RAB (SUMP RHS),WADDELL AVE RAB (POLE RHS),250.0,Yes,2019-12-03 00:00:00+00:00,1700,7D,360.0,47.0,95.0,0.0,2.0,3.0,0.0,0.0,5.0,1765927.0,5916301.0
1758421.0,5919390.0,6866,21684.0,30375,DOMAIN DR,LOWER DOMAIN DR,THE CRESCENT,664.0,Yes,2020-02-25 00:00:00+00:00,1630,7D,3921.0,513.0,96.0,0.0,1.0,3.0,0.0,0.0,4.0,1758421.0,5919390.0
1766127.0,5916090.0,6867,17167.0,30436,ERIMA AVE,TRIPOLI RD,ANDERSON AVE,125.0,Yes,2019-12-03 00:00:00+00:00,800,7D,5265.0,539.0,93.0,1.0,5.0,1.0,0.0,0.0,6.0,1766127.0,5916090.0
1766120.0,5916649.0,6868,17735.0,30882,MAYBURY ST,END OF CONCRETE,ELSTREE AVE,752.0,Yes,2019-12-03 00:00:00+00:00,800,7D,1294.0,139.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1766120.0,5916649.0
1761329.0,5920119.0,6869,17562.0,31309,TAMAKI DR,NGAPIPI RD,OKAHU ST,2591.0,Yes,2019-11-08 00:00:00+00:00,1700,7D,19275.0,1854.0,95.0,0.0,3.0,2.0,0.0,0.0,5.0,1761329.0,5920119.0
1763931.0,5912362.0,6870,31441.0,31623,MT WELLINGTON HIGHWAY (NORTHBOUND),SYLVIA PARK RD,MOTORWAY OVERBRIDGE (COLUMN #2 LHS),143.0,Yes,2020-02-10 00:00:00+00:00,1715,7D,16580.0,1472.0,86.0,2.0,4.0,5.0,3.0,0.0,12.0,1763931.0,5912362.0
1756844.0,5912282.0,6871,19427.0,33412,CARLTON ST,VIKING AVE,MCILROY AVE,493.0,Yes,2020-03-04 00:00:00+00:00,1615,7D,1171.0,509.0,97.0,0.0,3.0,0.0,0.0,0.0,3.0,1756844.0,5912282.0
1781032.0,5926113.0,6872,22221.0,34138,NELSON AVE (WAIHEKE),BRYAN RD (POWERPOLE RHS),WELLINGTON RD (CULVERT LHS),65.0,Yes,2019-12-03 00:00:00+00:00,1515,7D,408.0,53.0,84.0,1.0,13.0,2.0,0.0,0.0,15.0,1781032.0,5926113.0
1744696.0,5912486.0,6873,11392.0,40427,SHAW RD (WAITAKERE),NOLA RD (HYDRANT RHS),CARTER RD,1294.0,Yes,2020-03-09 00:00:00+00:00,1630,7D,1333.0,156.0,95.0,1.0,4.0,0.0,0.0,0.0,4.0,1744696.0,5912486.0
1746011.0,5926529.0,6874,11979.0,40751,KAURI RD (WHENUAPAI),BRIGHAM CREEK RD,RATA RD (LHS),464.0,Yes,2019-10-18 00:00:00+00:00,1715,7D,3938.0,394.0,94.0,1.0,5.0,0.0,0.0,0.0,5.0,1746011.0,5926529.0
1739946.0,5914897.0,6875,45678.0,40817,HAYES RD,END OF SEAL,END (#14),145.0,Yes,2019-12-01 00:00:00+00:00,1345,7D,39.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1739946.0,5914897.0
1740883.0,5911910.0,6876,45687.0,41183,OLD FOREST HILL RD,END OF SEAL,FOREST HILL RD,326.0,Yes,2019-11-17 00:00:00+00:00,1730,7D,21.0,7.0,91.0,1.0,8.0,0.0,0.0,0.0,8.0,1740883.0,5911910.0
1783212.0,5902877.0,6877,26272.0,52049,OTAU MOUNTAIN RD,MCNICOL RD,END OF SEAL,418.0,Yes,2019-11-08 00:00:00+00:00,800,7D,176.0,30.0,79.0,1.0,19.0,1.0,0.0,0.0,20.0,1783212.0,5902877.0
1761217.0,5907165.0,6878,33925.0,52247,ROBERTSON RD (MANGERE),DOLBEL PL,COPTIC PL,2012.0,Yes,2020-05-12 00:00:00+00:00,1445,7D,7092.0,735.0,96.0,0.0,3.0,1.0,0.0,0.0,4.0,1761217.0,5907165.0
1768731.0,5909360.0,6879,26965.0,52362,SIR WILLIAM AVE,LADY RUBY DR (NORTH/AT TEE),SMALES RD,614.0,Yes,2020-03-06 00:00:00+00:00,1230,7D,1501.0,199.0,84.0,1.0,13.0,2.0,0.0,0.0,15.0,1768731.0,5909360.0
1766916.0,5904068.0,6880,33783.0,54780,MANUKAU STATION RD (EASTBOUND),LAMBIE DR (LHS),WIRI STATION RD,170.0,Yes,2019-09-01 00:00:00+00:00,1145,7D,6819.0,551.0,91.0,4.0,3.0,1.0,1.0,0.0,5.0,1766916.0,5904068.0
1773098.0,5891841.0,6881,3654.0,60319,FIRTH ST,NORRIE RD,BREMNER RD,305.0,Yes,2020-02-17 00:00:00+00:00,645,7D,2954.0,354.0,76.0,1.0,15.0,7.0,1.0,0.0,23.0,1773098.0,5891841.0
1776096.0,5882187.0,6882,1577.0,60713,GREAT SOUTH RD (RAMARAMA),BOMBAY RD (LIGHTPOLE LHS),MILL RD RAB,42107.0,Yes,2020-03-03 00:00:00+00:00,1600,7D,1681.0,201.0,81.0,3.0,12.0,1.0,3.0,0.0,16.0,1776096.0,5882187.0
1759168.0,5880062.0,6883,1146.0,70219,GLENBROOK STATION RD,WAIUKU RD,SOMMERVILLE RD,463.0,Yes,2020-02-20 00:00:00+00:00,1630,7D,1372.0,175.0,84.0,2.0,12.0,1.0,1.0,0.0,14.0,1759168.0,5880062.0
1757023.31,5919441.41,6884,18035.0,31391,UPPER QUEEN ST,KARAKA ST,RANDOLPH ST,,Yes,1985-05-01 00:00:00+00:00,,,4719.0,,,,,,,,,1757023.31,5919441.41
1757150.41,5920276.9,6885,18199.0,30884,MAYORAL DR,QUEEN ST,WAKEFIELD ST,,Yes,1985-09-18 00:00:00+00:00,,,4906.0,766.0,,,,,,,,1757150.41,5920276.9
1757546.2273,5913045.7663,6886,20730.0,34541,TRAFALGAR ST,MANUKAU RD,INKERMAN ST,,Yes,1987-04-13 00:00:00+00:00,,,4136.0,770.0,,,,,,,,1757546.2273,5913045.7663
1760207.49,5916850.98,6887,16408.0,30270,CLONBERN RD,LILLINGTON RD,WIDTH CHANGE,,Yes,1987-10-23 00:00:00+00:00,,,766.0,177.0,,,,,,,,1760207.49,5916850.98
1751518.602,5916393.8342,6888,14427.0,30153,BLOCKHOUSE BAY RD,EXMINSTER ST,KINROSS ST RAB,,Yes,1987-12-08 00:00:00+00:00,,,6569.0,643.0,,,,,,,,1751518.602,5916393.8342
1763634.2239,5915062.7412,6889,21143.0,33389,BURT RD,ELLERSLIE PANMURE HIGHWAY,RUTLAND RD,,Yes,1988-02-20 00:00:00+00:00,,,731.0,125.0,,,,,,,,1763634.2239,5915062.7412
1755717.45,5919635.17,6890,15366.0,31126,RICHMOND RD,REGINA ST,KINGSLEY ST (MANHOLE),,Yes,1988-05-03 00:00:00+00:00,,,2538.0,276.0,,,,,,,,1755717.45,5919635.17
1751595.77,5914201.11,6891,14862.0,31506,WOLVERTON ST,ST GEORGES RD,AMSTERDAM PL,,Yes,1988-05-26 00:00:00+00:00,,,8400.0,1079.0,,,,,,,,1751595.77,5914201.11
1750926.35,5913803.55,6892,14788.0,31328,TAYLOR ST,WOLVERTON ST,BUSBY ST RAB,,Yes,1988-06-02 00:00:00+00:00,,,2168.0,253.0,,,,,,,,1750926.35,5913803.55
1756929.7001,5918645.9154,6893,31356.0,30956,NEW NORTH RD,VIRGINIA AVE EAST,PORTERS AVE,,Yes,1988-06-14 00:00:00+00:00,,,9366.0,1195.0,,,,,,,,1756929.7001,5918645.9154
1755663.7943,5919790.4217,6894,15833.0,30047,ANGLESEA ST,PONSONBY RD,PAGET ST,,Yes,1988-07-06 00:00:00+00:00,,,443.0,61.0,,,,,,,,1755663.7943,5919790.4217
1756245.26,5919257.25,6895,15065.0,30556,GREAT NORTH RD (CWC),CARRINGTON RD,MOTORWAY OFFRAMP,,Yes,1988-08-02 00:00:00+00:00,,,13370.0,1982.0,,,,,,,,1756245.26,5919257.25
1753836.37,5918356.09,6896,31173.0,31182,ST LUKES RD,MOTORWAY OVERBRIDGE (2ND ABUTMENT),DUNCAN MCLEAN LINK,,Yes,1988-08-12 00:00:00+00:00,,,9759.0,1031.0,,,,,,,,1753836.37,5918356.09
1764426.61,5914897.5,6897,21759.0,34127,MT WELLINGTON HIGHWAY,ROWLANDS AVE,WAIPUNA RD,,Yes,1988-09-11 00:00:00+00:00,,,10068.0,996.0,,,,,,,,1764426.61,5914897.5
1756245.26,5919257.25,6898,15075.0,30556,GREAT NORTH RD (CWC),FAIRLANDS AVE,BLOCKHOUSE BAY RD (START ISL LHS),,Yes,1989-03-07 00:00:00+00:00,,,14866.0,2179.0,,,,,,,,1756245.26,5919257.25
1756929.7001,5918645.9154,6899,31835.0,30936,MT EDEN RD,WATLING ST,MARSDEN AVE,,Yes,1989-04-02 00:00:00+00:00,,,8215.0,1103.0,,,,,,,,1756929.7001,5918645.9154
1758166.26,5915837.66,6900,15699.0,30717,KING GEORGE AVE,ST ANDREWS RD (RHS),ST ANDREWS RD (LHS),,Yes,1989-04-04 00:00:00+00:00,,,4516.0,633.0,,,,,,,,1758166.26,5915837.66
1756317.21,5918334.5,6901,18674.0,31855,DOMINION RD (MT EDEN),KENSINGTON AVE,TELFORD AVE,,Yes,1989-04-12 00:00:00+00:00,,,13744.0,1483.0,,,,,,,,1756317.21,5918334.5
1756317.21,5918334.5,6902,18666.0,31855,DOMINION RD (MT EDEN),DEXTER AVE,BRIXTON RD,,Yes,1989-04-13 00:00:00+00:00,,,11549.0,1300.0,,,,,,,,1756317.21,5918334.5
1756317.21,5918334.5,6903,18654.0,31855,DOMINION RD (MT EDEN),LISNOE AVE,BELLEVUE RD,,Yes,1989-06-05 00:00:00+00:00,,,10903.0,1426.0,,,,,,,,1756317.21,5918334.5
1764011.02,5916640.31,6904,23104.0,35972,NGAHUE DR,FLINT WAY,MAGMA CRES,,Yes,1989-07-08 00:00:00+00:00,,,7007.0,846.0,,,,,,,,1764011.02,5916640.31
1759690.31,5916996.32,6905,31033.0,31070,PORTLAND RD,SHERA RD,ALDRED RD,,Yes,1989-07-19 00:00:00+00:00,,,1706.0,206.0,,,,,,,,1759690.31,5916996.32
1757370.64,5915747.11,6906,20124.0,30107,BALMORAL RD (MT EDEN),WESTMINSTER RD,MEWBURN AVE,,Yes,1989-07-31 00:00:00+00:00,,,11468.0,,,,,,,,,1757370.64,5915747.11
1757398.45,5920941.74,6907,15824.0,30023,ALBERT ST (CITY),SWANSON ST (LHS),WYNDHAM ST,,Yes,1989-08-08 00:00:00+00:00,,,5125.0,521.0,,,,,,,,1757398.45,5920941.74
1757387.41,5920419.46,6908,16615.0,31403,VICTORIA ST WEST,FEDERAL ST (RHS),HOBSON ST,,Yes,1989-09-01 00:00:00+00:00,,,8873.0,964.0,,,,,,,,1757387.41,5920419.46
1764975.09,5914724.92,6909,31063.0,34295,QUEENS RD,END DIVIDED MEDIAN,KINGS RD RAB,,Yes,1989-09-14 00:00:00+00:00,,,8114.0,752.0,,,,,,,,1764975.09,5914724.92
1758387.71,5917467.69,6910,15713.0,30846,MANUKAU RD (CWC),EPSOM AVE,HALIFAX AVE,,Yes,1989-09-27 00:00:00+00:00,,,5853.0,658.0,,,,,,,,1758387.71,5917467.69
1757150.41,5920276.9,6911,30894.0,30884,MAYORAL DR,WIDTH CHANGE (START ISLAND RHS),WELLESLEY ST EAST,,Yes,1989-11-25 00:00:00+00:00,,,6649.0,701.0,,,,,,,,1757150.41,5920276.9
1759883.95,5922677.74,6912,9010.0,22526,SHOAL BAY RD LOW,HASTINGS PDE,END OF ISLAND,,Yes,1990-01-12 00:00:00+00:00,,,190.0,,,,,,,,,1759883.95,5922677.74
1758237.8222,5913415.8228,6913,30923.0,34125,MT SMART RD,MAYS RD (START 2ND ISLAND RHS),ARAPUNI AVE,,Yes,1990-01-24 00:00:00+00:00,,,8985.0,1291.0,,,,,,,,1758237.8222,5913415.8228
1760317.6658,5915343.3736,6914,21605.0,80308,GREAT SOUTH RD (NEWMARKET) (CWCE),WIDTH CHANGE (SUMP RHS),SYLVIA PARK RD,,Yes,1990-01-26 00:00:00+00:00,,,16843.0,2120.0,,,,,,,,1760317.6658,5915343.3736
1758237.8222,5913415.8228,6915,22996.0,34125,MT SMART RD,CAPTAIN SPRINGS RD,WAITANGI RD,,Yes,1990-01-26 00:00:00+00:00,,,7749.0,1016.0,,,,,,,,1758237.8222,5913415.8228
